source,target
50813,Q9UBW8
50839,Q9NYW0
50840,Q9NYV8
50853,O15195
50865,A0A024RAS8
50865,Q9NRV9
5090,P40426
5090,Q5JS98
5090,Q96AL5
5092,P61457
5093,Q15365
5093,Q53SS8
50937,Q4KMG0
50939,F1T0J3
50939,Q9BZV3
50940,Q9HCR9
5097,Q08174
5097,A8K0E7
5097,B4DUA8
5097,B4E2D8
50999,Q9Y3A6
51001,E5RIK9
51001,Q96E29
51006,Q9NQQ7
51006,B7Z6R4
51008,A0A024QZM0
51008,Q8N9N2
51009,I3L3R8
51009,Q9GZP9
51012,Q9Y3B1
51014,Q9Y3B3
51021,Q9Y3D3
51024,Q9Y3D6
51027,Q9Y3E2
51030,J3QL63
51030,Q9NYZ1
51031,Q9HC38
51035,A0A024R539
51035,A0A024R598
51035,A0A087WTZ5
51035,Q04323
51042,O00488
51043,O15156
51052,P81277
51052,Q53QV7
51056,P28838
51063,Q9HA72
51065,Q71UM5
51067,Q9Y2Z4
51068,C9JA08
51068,Q96D46
51069,C9IY40
51069,Q5T653
51071,Q9Y315
51071,E9PPM8
51073,A0A024R7C5
51073,Q9BYD3
51073,X6RAY8
51074,Q96GX9
51075,Q9Y320
51078,Q8WY91
51079,Q9P0J0
51082,A0A087WTY1
51082,P0DPB5
51082,P0DPB6
51090,A0A024R6T3
51090,Q9Y342
51093,Q96FB5
51101,Q96GY0
51101,B2R9B8
51102,Q9BV79
51106,E5KTM5
51106,Q8WVM0
51107,Q96BI3
51107,B4DUG7
51110,A0A024R811
51110,Q53H82
51111,Q4FZB7
51111,B7WNX0
51111,B7Z5N2
51115,E5RH53
51115,Q96DB5
51115,Q6N086
51116,Q9Y399
51117,Q9Y3A0
51117,A0A024R890
51127,A0A024R3R3
51127,Q9Y577
51127,B3KP04
51128,Q9Y6B6
51129,Q9BY76
51131,Q9UIL8
51131,B4DDL5
51132,Q9NVW2
51133,Q9Y597
51138,A0A0S2Z5H7
51138,D6RAX7
51138,Q9BT78
51138,B3KM48
51141,A0A024RAI2
51141,Q9Y5U4
51141,B4DQ23
51143,E9PHI6
51143,Q9Y6G9
51144,Q53GQ0
51147,Q9UNL4
51149,Q6NTE8
51150,A0A024R0A9
51150,Q9BRK5
51150,A0A024R084
51154,A0A024RAE1
51154,Q9UKD2
51157,Q9UK33
51160,Q548N1
51160,Q9UK41
51160,A0A0S2Z5H5
51161,Q9UK00
51161,Q6ZP18
51163,Q9UK59
51164,A0A0S2Z5D4
51164,Q9UJW0
51164,Q9NSJ5
51170,Q8NBQ5
51171,Q9BPX1
51171,A0A140VJH8
51172,Q9UK23
51177,Q53GL0
51177,Q5T4P9
5118,Q15113
51186,Q9UHQ7
51187,A0A024R5U8
51187,Q9UHA3
51188,A0A024R2Q8
51188,Q9UHA2
5119,Q9HD42
51192,Q5BJH6
51192,Q9UBR5
51193,Q9UID6
51196,Q9P212
51196,B7ZM61
51202,A0A024RAS3
51202,Q9H0S4
51205,Q9NPH0
51206,Q9HCN6
5121,P48539
51222,Q9P2Y4
51226,Q9P299
51227,P57054
51241,Q9P0S2
51257,Q9P0N8
51271,Q9NZ09
51271,A0A6G6AA68
51278,Q5VY09
5128,Q00537
5128,A0A024RBH0
51280,B3KNK9
51280,Q8NBJ4
51282,P57086
51282,H0UIA5
51282,Q9NZG6
51283,H3BMP2
51283,Q9NZS9
51284,Q9NYK1
51284,B2R9N9
51285,A0A024R5Y3
51285,Q9NYN1
51287,A0A024R5J6
51287,Q9NYJ1
51289,Q9NSD7
51290,A0A024RB08
51290,Q96RQ1
51290,Q86TD3
51291,A0A024R7N1
51291,Q9P107
51291,B4DLZ1
51292,Q9P2T1
51292,H0YNJ6
51292,Q6PKC0
51294,Q9NPG4
51299,A0A087WWT2
51299,Q9NPD7
51306,A0A2X0SG06
51306,Q9NYF5
51308,A8K3D2
51308,Q9BRK0
51309,A0A024RCI6
51309,Q9P291
51310,Q8WUG5
51313,Q6UWH4
51313,Q9NYZ0
51315,A0A024R5P4
51315,Q9NPI7
51316,Q9NZF1
51316,X2BQ60
51317,Q96BD5
51318,Q9NZE8
51319,Q96IZ7
5132,A0A024R982
5132,P20941
5132,Q52LP8
51322,Q9BTA9
51324,A0A024R5Y1
51324,Q9NZD8
51329,Q66PJ3
5133,Q15116
5133,A0A0M3M0G7
51330,Q9NP84
51333,Q7L3S4
51333,B2R9V3
51335,Q9NPE2
51339,Q9NYF0
51340,Q5JY65
51340,Q9BZJ0
51340,Q69YP1
51347,Q9H2K8
51347,G3V1Q8
51360,O43462
51363,Q7LFX5
51363,B4DH74
51367,Q969H6
51372,Q9Y2S6
51374,Q6UW56
51375,E9PNL2
51375,Q9UNH6
51375,B4DP69
51378,Q9Y264
51379,Q8IUI8
51382,A0A024R683
51382,Q9Y5K8
51386,Q9Y262
51388,Q9Y221
51389,Q9H446
51390,Q9NVV5
51397,D6RJ90
51397,Q9Y6G5
51398,Q9Y284
514,P56381
51400,Q9Y570
51400,A0A140VK39
5142,Q07343
5142,X5DNX5
5142,Q59GM8
5142,X5DR82
5142,Q68CX5
51421,Q9Y2J4
51428,Q9UJV9
51428,B3KRK2
51430,A0A024R929
51430,A0A087WV04
51430,B4DYM4
51430,Q9UBS9
51435,Q6AZY7
51439,A0A024R006
51439,Q9UBU6
51441,Q9Y5A9
51447,Q9UHH9
51447,B2RCP4
51447,A8K636
51449,Q9UHG3
5145,P16499
5145,F1T0K3
51450,A0A140VJS2
51450,Q99811
51455,Q9UBZ9
51455,Q49AI5
5146,P51160
51465,Q9Y385
51466,A0A024R6K5
51466,Q9UI08
5147,O43924
5147,B8ZZK5
5147,Q6IB24
51474,Q9UHB6
51475,Q9NPB3
51475,F1T0K2
51478,P56937
51478,A0A024R913
51478,Q9H9C0
51479,Q9P2R3
51479,B3KPZ0
51490,Q5T280
51493,Q9Y3I0
51495,H3BRL8
51495,Q9P035
51497,H0UI80
51497,Q8IXH7
51501,Q53FT3
51504,Q9UI30
51504,A0A024R565
51507,A0A0A0MQR2
51507,A2A2L6
51507,Q9BY42
51507,B4DXL5
51513,Q9Y603
51517,Q9NZQ3
51520,Q9P2J5
51520,B4DER1
51520,A0A6I8PL42
51520,B4E266
5153,Q01064
5153,A0A024RB59
5153,B4DK72
5153,B3KX78
5153,Q7Z364
51531,Q5T114
51531,Q9BU70
5154,P04085
51547,Q9NRC8
5155,A0A384NYY3
5155,P01127
51552,A0A024R845
51552,P61106
51554,Q9NPB9
51559,Q86UY8
5156,P16234
51566,A0A024RCF9
51566,Q9UH62
51569,P61960
5157,Q15198
51573,Q9NZC3
51573,A0A024QYU1
51574,Q4G0J3
51575,Q9H501
51585,O94913
51586,G3V1P5
51586,Q96RN5
51586,B7Z2H7
51586,Q6PKB8
5159,P09619
5159,Q59F04
51599,Q86X29
51601,Q9Y234
51604,Q969N2
51606,A0A024R7U9
51606,A0A024R7X3
51606,Q9UI12
51606,B3KUZ7
51614,A2TJK5
51614,Q9Y282
51622,P86790
51622,P86791
51626,Q8TCX1
51634,Q9Y388
5164,Q15119
51642,F5H8D0
51642,Q96GC5
51643,G3V1M2
51643,G3XAA5
51643,Q7Z782
51643,Q9HC24
51643,Q9HC19
51646,P62699
51647,Q9Y3D0
51651,J3KQ48
51651,Q9Y3E5
51652,Q9Y3E7
51654,A0A0S2Z592
51654,A0A0S2Z5J9
51654,Q96SZ6
51654,Q53H36
51660,Q5TI65
51660,Q9Y5U8
51663,Q96KR1
51663,Q05D65
51665,B9A047
51665,Q9Y576
51669,A0A140VK59
51669,Q96BY9
51669,B7Z307
51673,A0A024R702
51673,Q9BW30
5168,Q13822
5168,E7EUF1
51690,Q9UK45
51696,Q9UBI9
5170,O15530
51703,Q9ULC5
51705,Q4W5J1
51705,Q9ULC0
51710,F8W7T7
51710,P15621
51714,P62341
51727,P30085
51727,A0A494BXC7
51728,Q9Y2Y1
51735,Q8TEU7
51735,B2RTU6
51741,A0A411HBC7
51741,Q9NZC7
51742,Q4LE39
51747,J3KPP4
51747,O95232
51747,A8K3C5
51747,Q86Y74
51750,Q9NZ71
51750,R4IXY3
5176,P36955
5176,A0A140VKF3
51760,H3BN78
51760,H3BRH9
51760,Q9BSW7
51765,Q9P289
51768,Q9NS93
51773,Q96T23
51773,Q05DG0
51776,Q9NYL2
51776,D4Q8H0
5178,Q9GZU2
5178,Q96Q96
518,P48201
51816,A0A087X0I3
51816,B4E3Q4
51816,Q9NZK5
5189,A0A0C4DG33
5189,O43933
5189,B4DER6
5190,A0A024RD09
5190,Q13608
5193,O00623
5198,O15067
5198,A8K9T9
5198,Q6P4B4
5201,O60925
5203,Q9NQP4
5204,Q99471
5205,O43520
5208,O60825
5209,Q16875
5209,B7Z8A0
5211,P17858
5211,Q7L2M7
5214,Q01813
5214,B1APP6
5214,A0A7I2V3Z0
5216,P07737
5217,P35080
522,P18859
522,Q6IB54
522,Q6NZ59
5223,P18669
5223,Q6FHU2
5223,B7Z9E5
5229,P53609
523,P38606
5239,Q15124
5251,P78562
5251,B4DNS0
5251,B4DWG8
5253,O75151
526,P21281
526,A0A140VK65
5269,A0A024QZX3
5269,A0A024QZX5
5269,A0A087X1N8
5269,A0A2R8YD12
5269,P35237
527,P27449
5279,Q92535
5286,O00443
5286,L7RRS0
5286,B4DG55
5287,O00750
5287,A2RUF7
5287,Q4LE65
5289,Q8NEB9
5289,A8MYT4
5289,B4DPV9
529,P36543
529,Q53Y06
5291,P42338
5291,B4DER4
5291,B4DZI3
5295,P27986
5295,A0A2X0SFG1
5296,O00459
5297,P42356
5297,B4DYG5
5297,Q4LE69
5298,Q9UBF8
5298,A0A0B4J1S8
5300,Q13526
5303,Q9Y237
5306,Q00169
5306,V9HWC5
5309,O75364
5311,Q13563
5311,Q9UEU6
5315,P14618
5315,A0A024R5Z9
5315,B4DNK4
5315,V9HWB8
5315,A0A804F6T5
5315,A0A804F729
5320,P14555
5320,A0A024RA96
5321,P47712
5321,B4DZI4
5325,A1YLA1
5325,A1YLA2
5325,Q9UM63
5327,P00750
5327,B4DN26
533,E9PNL3
533,Q99437
5331,Q01970
5334,Q15111
53343,Q9BW91
53343,Q96KB3
53343,Q8NG26
5336,P16885
53373,B7Z3R2
53373,Q9ULQ1
53373,B3KSG7
5348,O00168
5349,Q14802
535,Q93050
535,Q5CZH6
535,Q53ET5
535,Q53X12
5351,Q02809
5352,O00469
5355,A0A024QYW3
5355,Q04941
5357,Q14651
5358,P13797
5358,B4DPW9
5359,O15162
5360,P55058
5361,Q9UIW2
53615,O95983
5364,O43157
537,Q15904
537,A0A0C4DGX8
537,A0A384MQW4
5372,A0A024R1U5
5372,Q92871
5373,O15305
5373,A0A0S2Z4J6
5373,Q59F02
5376,Q01453
5376,A8MU75
5376,Q6FH25
538,Q04656
538,B4DRW0
538,Q762B6
53826,A0A024R3J8
53826,Q9H0Q3
53827,F5H4X8
53827,Q96DB9
53838,A0A024R5K9
53838,E9PRU5
53838,Q96F05
539,P48047
53904,Q8NEV4
53916,A0A024R0K8
53916,P61018
53918,Q9BRX2
5394,Q01780
53947,A0A0S2Z5J1
53947,Q9NPC4
5395,A0A2R8Y6S3
5395,C9J167
5395,P54278
5395,B4DGM0
5395,Q7Z3Q2
54103,A4D1B5
54107,A0A024R829
54107,Q9NRF9
5411,Q9H307
5412,A0A024RDP0
5412,O95164
54165,Q96GG9
54165,C9JVE2
54165,B4DM76
5425,A0A087WWF6
5425,P49005
54328,Q9NS66
54329,P60893
54329,A4D0T8
54329,Q8NEN2
5434,E5KT65
5434,P19388
5434,B4DJ89
54344,A0A140VJI4
54344,Q9P2X0
54344,Q86TM7
54345,P35713
5435,B0QYL9
5435,P61218
5436,P62487
5437,P52434
54386,Q9NYB0
5440,A0A024R9G0
5440,P53803
54407,A0A024R0W3
54407,Q96QD8
54407,Q8NHT5
5441,P62875
54413,Q9NZ94
54413,X5D2P6
54413,X5D7L6
54413,X5DNV3
54413,Q4G160
54413,B7Z3P8
54413,Q6MZK0
54431,Q8IXB1
54433,Q9NY12
54434,Q8WYL5
5445,Q15165
54453,Q8WYP3
54453,A1A4T0
54455,Q6P3S6
54463,Q9H6L5
54463,A0A804HHX5
54466,A0A024R9W1
54466,Q99865
54468,A0A024RA24
54468,Q9NXC5
54470,Q7L4S7
54477,A0A024RAY7
54477,Q9HAU0
54480,G5E9W2
54480,Q9P2E5
54480,B3KPG6
54487,Q8WYQ5
545,Q13535
54502,A0AV96
5451,P14859
5451,A0A024R8Y2
54517,Q96PZ0
54517,B3KRB2
54517,B3KY42
54521,Q5JSH3
54521,B7Z947
54537,Q86V20
54538,B4DYV8
54538,Q8WZ75
54541,A0A024QZQ6
54541,Q9NX09
54542,A0A024R899
54542,Q9HBD1
54543,Q75MR5
54543,Q9P0U1
54549,Q58EX2
5455,P20264
54552,A0A024R9Y6
54552,Q9NVN8
54552,Q05DU1
54554,Q86VZ2
54555,Q9Y6V7
54556,Q9NXR8
54556,B7ZKQ7
54587,Q9BRK3
5460,Q01860
5460,D2IYK3
5460,F2Z381
5460,M1S623
54606,Q9NY93
5462,Q06416
54621,Q8N0Z9
54622,Q9NXU5
5464,Q15181
5464,V9HWB5
54663,Q6RFH5
54664,A0A024R9Z1
54664,Q9NUM4
54665,Q5VWQ0
54677,Q9UKG9
54680,Q9NWK9
5469,Q15648
54704,A0A024R9C0
54704,Q9P0J1
54704,Q6P1N1
54707,Q9H9Y4
54714,Q9NQW8
54716,Q9NP91
54732,A0A024R7M0
54732,Q9BVK6
54737,Q99549
54741,A0A087X0N2
54741,O15243
54758,Q8TBB5
54762,Q8IYS0
54762,B3KUR5
54765,Q96DX7
54768,Q4G0P3
54778,A0A024R5T5
54778,Q6ZNA4
5478,P62937
5478,V9HWF5
54780,Q9NXX6
54784,Q9NXW9
54785,Q96GS4
54788,J3KPS0
54788,Q9NXW2
5479,P23284
54793,Q7L273
54798,A0A0A0MRC0
54798,Q6V1P9
54798,Q6V1P8
5480,P45877
54802,Q9H3H1
54802,Q3T7C7
54802,Q53F11
54805,Q9H8M5
54811,A0A024R7A3
54811,K7EIE6
54811,Q6V9R5
54811,B4DMG0
54811,B4DZP9
54811,B4E2P7
54814,Q9NXS2
54815,A0A024R7K7
54815,A0A024R7M6
54815,Q86YP4
54819,B3KVL5
54819,D6R9G7
54819,D6RHC2
54819,G3XAM1
54819,Q8TBK6
54819,B4DU89
54820,Q9NXR1
54820,X5DR54
54820,X5DP35
54828,K7ESE9
54828,Q9H6U6
54828,Q05D99
54829,Q9BXN1
54829,Q6P528
54832,Q709C8
54838,Q9NX94
54839,H0YNV5
54839,Q8IUZ0
54839,B7Z7G0
54840,Q7Z2E3
54842,Q6ZSS7
54847,Q9NXL6
54849,Q6ZN54
54851,A0A024R398
54851,Q8WVL7
54853,G3V1J0
54853,Q9H6Y2
54856,A4PB68
54856,Q3T8J9
54856,A4PB67
54856,Q14BN2
54856,Q9H986
548593,Q9BQ83
548596,P12532
54861,Q9NRH2
54861,A0A024R2Y6
54861,E7EUC4
54861,A8K5P5
54861,B4DHM9
54867,Q6NUQ4
54868,A0A024R8L3
54868,Q8NE00
54872,D6RFE8
54872,E7EWV1
54872,Q5H8A4
54872,Q8NCI4
54873,A0A0S2Z5E7
54873,Q9NP74
54874,Q5T0N5
54874,B4DSI7
54876,Q9NXF7
54878,Q6V1X1
54878,A0A024R5Z6
54878,A8K4U2
54878,B4DLA8
54879,Q8TDW4
54883,Q9NXE8
54891,Q53TQ3
54894,J3KSE3
54894,Q68DV7
549,Q13825
549,B4DYI6
54902,A0A024RD83
54902,Q6DKK2
54903,A0A0S2Z5Z2
54903,H0Y2S2
54903,J3KSC6
54903,Q9NXB0
54903,A0A7I2V2M0
54903,B4DVC5
54905,Q8TAV3
54910,Q9C0C4
54913,Q9BUL9
54914,Q5VW36
54914,B3KNV9
54915,Q9BYJ9
54916,Q9NX78
54916,B3KN73
54918,Q9NX76
54919,Q86Y56
54919,B3KPE2
54925,Q9NX65
54930,Q9H6D7
54934,Q9H9L4
54938,Q9NP81
5494,P35813
5494,A0A024R6A5
5494,B2R8E4
54941,Q96EQ8
54942,Q9NX38
54942,X6R8U7
54946,Q96GZ6
54946,D3DNA7
54948,Q9NX20
54951,Q9NX08
54953,Q5SWX8
54954,F8W881
54954,Q9NX05
54955,Q9NX04
54955,B4DRQ5
54955,B7Z9X8
54956,Q8N5Y8
54957,Q9NX01
54960,A0A024RBX2
54960,Q9NWZ8
54961,A0A024R5J4
54961,Q8TE77
54963,Q9NWZ5
54963,Q53HM1
54969,Q9NWY4
54971,A0A0S2Z5C2
54971,A0A0S2Z5M2
54971,Q8N9N5
54971,A0A0S2Z5G4
54971,A0A804HKG3
54971,B4DE54
54971,B3KM38
54971,Q9NSS6
54972,Q24JP5
54974,Q9NWX6
54974,B4E366
54974,Q9H8R6
54977,A1LP07
54977,Q96DW6
54978,Q8N357
54979,Q9NWW9
54981,Q5W125
54981,Q9NWW6
54981,B3KUG3
54982,A0A024R601
54982,Q9NWW5
54985,I3L1N5
54985,J3KNY1
54985,Q9NWW0
54987,Q9NWV4
5499,P62136
5499,A0A140VJS9
54995,Q9NWU1
54995,B4E3Q7
550,Q9Y679
55005,A0A087WXU0
55005,Q9NWS8
55006,Q9BVS5
55011,Q9NWS0
55014,P56962
55015,Q86UA1
5502,Q13522
55022,Q7Z2X4
55023,Q8WWQ0
55030,A0A024R653
55030,Q9NWN3
55031,Q96K76
55031,Q68D97
55032,Q9BS91
55033,Q9NWM8
55033,A0A090N7V8
55035,Q76FK4
55035,A6H8Z4
55036,Q4G0X9
55037,Q96EY7
55038,A0A024R6P3
55038,Q9BXL8
55039,Q53H54
55041,A0A024QZ35
55041,A0A0A0MSE9
55041,A0A0A0MSI4
55041,Q96CS7
55041,B4DJB7
55048,A5D8V6
55069,A0A024RDK7
55069,Q9NWD8
55072,Q96EP0
55074,Q8N573
55080,Q9BX59
55082,A0A024RDW4
55082,Q9NWB6
55083,B7WPD9
55083,Q2KJY2
55084,A7XYQ1
55084,Q24K27
55090,Q9NWA0
55092,A0A024QZ97
55092,Q9BSA0
55092,Q9NW97
55094,Q9BRR8
55095,A0A024R0N7
55095,M0QZ22
55095,Q5PRF9
55095,Q8IXP7
55095,Q66K25
55096,Q6P2I7
55102,Q96BY7
55107,Q5XXA6
55107,Q9NW72
55108,Q9NW68
55109,Q8N302
5511,Q12972
5511,Q6ICT4
55111,K7EIZ3
55111,Q9NW61
55113,Q9H6D3
55116,Q9GZU3
55116,B3KRL9
55116,Q9BT39
55116,Q9NW51
55118,Q9NQ79
55120,Q9NW38
55125,Q8TEP8
55125,Q9HCK3
55127,Q9H583
55127,A2VDI1
55127,B2RWN5
55129,A0A024R2S0
55129,Q9NW15
55131,A0A024R753
55131,Q9NW13
55133,Q8N5C6
55138,Q86YD7
55139,B8ZZS4
55139,Q9H8Y5
5514,Q2L6I0
5514,Q96QC0
55140,B4DKA4
55140,Q9H9T3
55140,B4DXV1
55142,A0A024R9P0
55142,H3BP16
55142,Q9NVX0
55142,A0A024R9M5
55144,Q7L1W4
55144,B3KRU1
55144,Q96GG5
55146,A0A024QZS8
55146,Q9NPG8
55147,A0A0S2Z5D9
55147,A0A0S2Z5I1
55147,A0A0S2Z5J3
55147,G3XAP0
55147,Q86U06
55147,B7Z8M4
55148,Q8N806
55149,Q9NVV4
5515,P67775
5515,B3KUN1
55153,E7EW05
55153,Q9NVU7
55153,B4DT66
55156,Q9NVT9
55157,Q6PI48
55157,Q9H9J7
5516,P62714
5516,A0A140VJS0
55160,Q5VXI4
55160,Q9HCE6
55160,B4DTL3
55172,Q9NVR5
55177,A0A024R9P6
55177,Q96TC7
55179,Q9NVQ4
5518,A8K7B7
5518,P30153
55181,Q8ND04
55184,Q9NVP4
55184,A1L3Z8
55186,A0A384MEA9
55186,Q96CQ1
55187,Q5THJ4
55191,Q6IA69
55192,Q9NVM6
55196,Q9HCM1
55197,A0A024RC37
55197,A0A0C4DGQ6
55197,Q96P16
55203,Q8N0V4
55204,Q9H4A5
55205,A0A024R283
55205,Q9HCE3
55205,B3KXW2
55207,Q9NVJ2
55209,E7EWN3
55209,Q9C0A6
55210,Q9NVI7
55213,Q8NDN9
55213,B3KR20
55216,A0A024R3H5
55216,Q6ZUT1
55226,Q9H0A0
55228,Q86V59
55234,A0MNN4
55234,Q2TAY7
55236,A0AVT1
55236,A1LT96
55237,Q9H8Y1
55239,Q8N543
55243,B4DN67
55243,Q96J84
55246,G3V121
55246,Q86WR0
55248,Q9H813
55248,B4DHQ5
5525,Q15172
55251,Q9NV79
55252,Q76L83
55254,Q9NV64
55255,A0A0S2Z5E0
55255,Q9HAD4
55258,A8K0C1
55258,Q86YJ6
55262,B3KNS5
55262,Q8WVR3
55270,Q9NV35
55272,Q9NV31
55274,Q8WUB8
55284,Q96B02
55284,X6REH9
55284,Q96FI0
552889,Q96GX2
5529,Q16537
552900,A0A087WZT3
552900,Q9H3K6
55291,Q5H9R7
55291,A0A024R5F3
55291,H7BXH2
55293,Q8IX04
55293,B4DIA9
55294,G0Z2K0
55294,Q969H0
55294,S4R3U4
55295,A0A024R7N5
55295,M0R1N0
55295,M0R1P3
55295,Q53HC5
55297,A0A024RAW6
55297,Q7Z6B0
55297,Q05D28
55298,C9JQY5
55298,Q9H920
55299,Q8TDN6
553,P47901
55303,A0A090N7X0
55303,Q9NUV9
5531,A0A024R625
5531,P60510
553128,Q8NHK3
55313,Q9BRF8
553158,B1AHC3
55316,Q9HA92
55319,Q96EY4
55322,A0A024RE14
55322,Q49AR2
55322,A0A024RE20
55323,Q9BRS8
55326,A0A024R640
55326,Q9NUQ2
55328,Q5VYX0
55328,B4DJW3
55332,A0A024RBF9
55332,Q8N682
55333,A0A024R670
55333,P57105
55334,C4N9M8
55334,M0QX28
55334,Q9NUM3
55334,B4DDK0
55336,Q96CD0
55340,A0A090N8P9
55340,Q96F15
55341,Q9H089
55344,Q9NUJ7
55347,Q9NUJ1
55353,Q86VI4
5536,P53041
5536,A0A024R0Q7
55366,Q9BXB1
55366,Q59ER8
5538,P50897
5540,P50391
55421,Q53F19
55435,A0A024RDI1
55435,Q63HQ0
55450,Q7Z7J9
5546,A0A0S2Z456
5546,Q92733
5546,A0A0S2Z470
5546,Q96FT4
5547,P42785
5547,A0A024R5L0
5547,B7Z7Q6
55486,C9JNP8
55486,Q9H300
5549,P51888
55501,A0A024R860
55501,Q9NRB3
55505,Q9NPE3
55506,A0A024QZP6
55506,Q9P0M6
55507,Q9NZD1
55509,Q9NR55
55520,Q9H777
55556,Q7L5Y1
55568,Q86SR1
55596,Q6NZY4
55601,A0A3G9HN97
55601,Q8IY21
55601,A0A7P0T8Y0
55601,Q6B0F7
55601,Q9H616
55601,Q9NXV7
55603,Q96IP4
55604,Q5VZK9
55607,Q9ULJ8
55607,A4D1I0
55607,B7ZLX4
55608,A0A024RE01
55608,Q9NXR5
55611,Q96FW1
55611,B3KUV5
55615,A0A024R4U5
55615,A8K699
55615,P85299
55616,A0A024RAB1
55616,Q8TDY4
55616,B4DRP2
55619,Q96BY6
55620,Q9UGK3
55621,A0A024R7I5
55621,Q9NXH9
55622,Q6P3X3
55622,B4DRC7
55624,Q8WZA1
55624,B7Z7F2
55624,B7Z7Q4
55625,Q9NXF8
55627,Q9NXE4
55627,A0A7P0TB44
55629,Q9NPJ4
55631,A0A140VJN3
55631,Q9H9A6
55634,Q5JUW0
55638,B7Z4D2
55638,Q9NX95
55643,Q9BX70
55644,Q9NPF4
55647,Q9NX57
55651,J3QSY4
55651,Q9NX24
55654,C9J4H2
55654,O75204
55654,Q9H6I0
55656,Q75QN2
55657,Q9BU19
5566,P17612
5566,A0A024R7J0
5566,A8K8B9
55660,O75400
55661,B7Z6D5
55661,Q96GQ7
55664,Q7L3B6
55665,A0A024RA74
55665,Q8TCY9
55665,B7Z7T1
55665,B2RAT5
55667,Q5VZ89
55668,A0A024R6E4
55668,A0A024R6J0
55668,Q9NWQ4
5567,P22694
5567,A0A087WVC4
5567,B1APF9
5567,B1APG3
5567,B2RB89
5567,B7ZA00
55679,A0A024RAH1
55679,Q7Z4I7
55679,B3KNZ3
55683,Q9P2N6
55687,O75648
55687,Q2PPL5
55687,Q2PPL4
55689,Q9ULM3
55690,A0A024R5H6
55690,Q6VY07
55691,Q9P2Q2
55691,Q9NW91
55692,A8MYV2
55692,Q1W6G4
55692,Q9NQ29
55692,D3DU41
55695,Q96P11
55696,Q9NW64
55697,Q08AM6
55699,Q9NSE4
55700,Q3KQU3
55700,D3DPS3
55700,B3KU03
55701,Q8TER5
55702,Q9BW85
55705,Q96P70
55707,Q9NVZ3
55707,B4DUR7
5571,P54619
5571,A0A024R125
55714,A0A140VJW8
55714,Q9P273
55715,A0A024R6S2
55715,H3BQ19
55715,Q8TEW6
55717,Q9BZH6
55718,A0A0C4DH01
55718,Q9NVU0
55719,Q8IX21
55721,Q4KMZ1
55726,Q9NVM9
55734,Q9NTW7
55734,B3KQX0
55739,A0A024RDX4
55739,Q8IW45
55739,A0A7P0T9D8
55740,A0A4D6J698
55740,Q8N8S7
55741,Q9BV94
55742,Q9NVD7
55745,A0A024R654
55745,E7EQ45
55745,Q9H0R1
55746,Q8WUM0
55748,Q96KP4
55750,Q53H12
55750,A4D1U5
55754,Q9NV96
55756,Q9NV88
55757,Q9NYU1
55757,Q05D90
55759,Q53T99
55759,Q9GZL7
55760,Q7L7V1
55763,A0A024RDA1
55763,A1LT29
55763,Q9NV70
55765,Q3KP66
55769,A0A024R4L3
55769,P51522
55769,B3KQJ6
55781,Q9BVS4
55786,Q09FC8
55786,B3KTG1
55788,Q9NUN5
5579,P05771
55790,Q8TDX6
55798,Q6P1Q9
5580,Q05655
5580,A0A024R328
5580,B4DFV1
55801,Q9NPH9
55801,A0A7R8GUW8
55802,Q9NPI6
55803,Q2V6Q1
55803,Q9NPF8
55806,O43593
5581,Q02156
5581,L7RTI5
55810,Q9P0K8
55813,Q9NYH9
55819,E5RI87
55819,Q86XS8
55819,Q2HIY3
5582,P05129
5582,A0A804HIU5
5582,B7Z3W6
5582,B2R5T1
55823,A0A087WXL6
55823,B7Z879
55823,Q9H270
5583,P24723
55832,Q86VP6
55837,Q56P03
5584,P41743
55841,Q9ULE0
55847,Q9NZ45
55847,A0A024QZN7
55848,Q9HBL7
55850,Q9NZ43
55854,Q8WU90
55856,Q9NPJ3
55858,Q9HC07
55859,Q9HBH7
5586,Q16513
55860,Q9NZ32
55860,Q86SY7
55861,Q9BQY9
55863,A0A024R5L4
55863,Q8IUX1
55870,Q9NR48
55870,A0A7I2V316
55870,A0A7I2V3D6
55870,A0A7I2YQU9
55871,A0A087X140
55871,Q9BRT8
55884,Q9NYS7
55885,A0A024RAT1
55885,Q8TAP4
55885,Q9NYC6
5589,K7ELL7
5589,P14314
5589,B4DJQ5
55890,Q9NQ84
55890,A0A024R8N9
55890,A0A0C4DFY5
55890,Q9BSP0
55891,Q9Y5L5
55893,Q9H8N7
55893,Q7L9C8
55898,Q9H3U1
5590,Q05513
55900,A0A087WYF4
55900,B4DMN2
55900,D6R9Q0
55900,E7EVR1
55900,Q9NR11
55900,B3KY96
55900,Q8NC84
55901,A0A024R064
55901,Q9NS62
55901,B3KTY7
55907,Q8NFW8
55909,Q9NQY0
55909,E5RHU4
55914,Q96RT1
55922,O15226
55922,A3F769
55924,Q9NTI7
5593,Q13237
5593,A0A140VJM3
5593,B7ZA25
5593,B4DLF9
55930,Q9NQX4
55954,A0A024R1I1
55954,Q9UDW3
55958,Q58EZ4
55958,Q9P2J3
55970,Q9UBI6
55973,E9PAJ1
55973,Q9UHQ4
56005,Q969H8
5602,P53779
5602,A0A1P0B7D2
5602,A0A286YEQ7
5602,A0A286YES0
5602,A0A286YF02
